d.cod_familiar_fam;d.fx_rfpc;nom_pessoa;num_nis_pessoa_atual;dta_nasc_pessoa;cod_parentesco_rf_pessoa;nom_completo_mae_pessoa
10005211;1;FAMILIA 5211;10000005211;01/01/1985;1;MÃE 5211
10005212;2;FAMILIA 5212;10000005212;01/01/1985;1;MÃE 5212
10005213;3;FAMILIA 5213;10000005213;01/01/1985;1;MÃE 5213
10005214;1;FAMILIA 5214;10000005214;01/01/1985;1;MÃE 5214
10005215;2;FAMILIA 5215;10000005215;01/01/1985;1;MÃE 5215
10005216;3;FAMILIA 5216;10000005216;01/01/1985;1;MÃE 5216
10005217;1;FAMILIA 5217;10000005217;01/01/1985;1;MÃE 5217
10005218;2;FAMILIA 5218;10000005218;01/01/1985;1;MÃE 5218
10005219;3;FAMILIA 5219;10000005219;01/01/1985;1;MÃE 5219
10005220;1;FAMILIA 5220;10000005220;01/01/1985;1;MÃE 5220
10005221;2;FAMILIA 5221;10000005221;01/01/1985;1;MÃE 5221
10005222;3;FAMILIA 5222;10000005222;01/01/1985;1;MÃE 5222
10005223;1;FAMILIA 5223;10000005223;01/01/1985;1;MÃE 5223
10005224;2;FAMILIA 5224;10000005224;01/01/1985;1;MÃE 5224
10005225;3;FAMILIA 5225;10000005225;01/01/1985;1;MÃE 5225
10005226;1;FAMILIA 5226;10000005226;01/01/1985;1;MÃE 5226
10005227;2;FAMILIA 5227;10000005227;01/01/1985;1;MÃE 5227
10005228;3;FAMILIA 5228;10000005228;01/01/1985;1;MÃE 5228
10005229;1;FAMILIA 5229;10000005229;01/01/1985;1;MÃE 5229
10005230;2;FAMILIA 5230;10000005230;01/01/1985;1;MÃE 5230
10005231;3;FAMILIA 5231;10000005231;01/01/1985;1;MÃE 5231
10005232;1;FAMILIA 5232;10000005232;01/01/1985;1;MÃE 5232
10005233;2;FAMILIA 5233;10000005233;01/01/1985;1;MÃE 5233
10005234;3;FAMILIA 5234;10000005234;01/01/1985;1;MÃE 5234
10005235;1;FAMILIA 5235;10000005235;01/01/1985;1;MÃE 5235
10005236;2;FAMILIA 5236;10000005236;01/01/1985;1;MÃE 5236
10005237;3;FAMILIA 5237;10000005237;01/01/1985;1;MÃE 5237
10005238;1;FAMILIA 5238;10000005238;01/01/1985;1;MÃE 5238
10005239;2;FAMILIA 5239;10000005239;01/01/1985;1;MÃE 5239
10005240;3;FAMILIA 5240;10000005240;01/01/1985;1;MÃE 5240
10005241;1;FAMILIA 5241;10000005241;01/01/1985;1;MÃE 5241
10005242;2;FAMILIA 5242;10000005242;01/01/1985;1;MÃE 5242
10005243;3;FAMILIA 5243;10000005243;01/01/1985;1;MÃE 5243
10005244;1;FAMILIA 5244;10000005244;01/01/1985;1;MÃE 5244
10005245;2;FAMILIA 5245;10000005245;01/01/1985;1;MÃE 5245
10005246;3;FAMILIA 5246;10000005246;01/01/1985;1;MÃE 5246
10005247;1;FAMILIA 5247;10000005247;01/01/1985;1;MÃE 5247
10005248;2;FAMILIA 5248;10000005248;01/01/1985;1;MÃE 5248
10005249;3;FAMILIA 5249;10000005249;01/01/1985;1;MÃE 5249
10005250;1;FAMILIA 5250;10000005250;01/01/1985;1;MÃE 5250
10005251;2;FAMILIA 5251;10000005251;01/01/1985;1;MÃE 5251
10005252;3;FAMILIA 5252;10000005252;01/01/1985;1;MÃE 5252
10005253;1;FAMILIA 5253;10000005253;01/01/1985;1;MÃE 5253
10005254;2;FAMILIA 5254;10000005254;01/01/1985;1;MÃE 5254
10005255;3;FAMILIA 5255;10000005255;01/01/1985;1;MÃE 5255
10005256;1;FAMILIA 5256;10000005256;01/01/1985;1;MÃE 5256
10005257;2;FAMILIA 5257;10000005257;01/01/1985;1;MÃE 5257
10005258;3;FAMILIA 5258;10000005258;01/01/1985;1;MÃE 5258
10005259;1;FAMILIA 5259;10000005259;01/01/1985;1;MÃE 5259
10005260;2;FAMILIA 5260;10000005260;01/01/1985;1;MÃE 5260
10005261;3;FAMILIA 5261;10000005261;01/01/1985;1;MÃE 5261
10005262;1;FAMILIA 5262;10000005262;01/01/1985;1;MÃE 5262
10005263;2;FAMILIA 5263;10000005263;01/01/1985;1;MÃE 5263
10005264;3;FAMILIA 5264;10000005264;01/01/1985;1;MÃE 5264
10005265;1;FAMILIA 5265;10000005265;01/01/1985;1;MÃE 5265
10005266;2;FAMILIA 5266;10000005266;01/01/1985;1;MÃE 5266
10005267;3;FAMILIA 5267;10000005267;01/01/1985;1;MÃE 5267
10005268;1;FAMILIA 5268;10000005268;01/01/1985;1;MÃE 5268
10005269;2;FAMILIA 5269;10000005269;01/01/1985;1;MÃE 5269
10005270;3;FAMILIA 5270;10000005270;01/01/1985;1;MÃE 5270
10005271;1;FAMILIA 5271;10000005271;01/01/1985;1;MÃE 5271
10005272;2;FAMILIA 5272;10000005272;01/01/1985;1;MÃE 5272
10005273;3;FAMILIA 5273;10000005273;01/01/1985;1;MÃE 5273
10005274;1;FAMILIA 5274;10000005274;01/01/1985;1;MÃE 5274
10005275;2;FAMILIA 5275;10000005275;01/01/1985;1;MÃE 5275
10005276;3;FAMILIA 5276;10000005276;01/01/1985;1;MÃE 5276
10005277;1;FAMILIA 5277;10000005277;01/01/1985;1;MÃE 5277
10005278;2;FAMILIA 5278;10000005278;01/01/1985;1;MÃE 5278
10005279;3;FAMILIA 5279;10000005279;01/01/1985;1;MÃE 5279
10005280;1;FAMILIA 5280;10000005280;01/01/1985;1;MÃE 5280
10005281;2;FAMILIA 5281;10000005281;01/01/1985;1;MÃE 5281
10005282;3;FAMILIA 5282;10000005282;01/01/1985;1;MÃE 5282
10005283;1;FAMILIA 5283;10000005283;01/01/1985;1;MÃE 5283
10005284;2;FAMILIA 5284;10000005284;01/01/1985;1;MÃE 5284
10005285;3;FAMILIA 5285;10000005285;01/01/1985;1;MÃE 5285
10005286;1;FAMILIA 5286;10000005286;01/01/1985;1;MÃE 5286
10005287;2;FAMILIA 5287;10000005287;01/01/1985;1;MÃE 5287
10005288;3;FAMILIA 5288;10000005288;01/01/1985;1;MÃE 5288
10005289;1;FAMILIA 5289;10000005289;01/01/1985;1;MÃE 5289
10005290;2;FAMILIA 5290;10000005290;01/01/1985;1;MÃE 5290
10005291;3;FAMILIA 5291;10000005291;01/01/1985;1;MÃE 5291
10005292;1;FAMILIA 5292;10000005292;01/01/1985;1;MÃE 5292
10005293;2;FAMILIA 5293;10000005293;01/01/1985;1;MÃE 5293
10005294;3;FAMILIA 5294;10000005294;01/01/1985;1;MÃE 5294
10005295;1;FAMILIA 5295;10000005295;01/01/1985;1;MÃE 5295
10005296;2;FAMILIA 5296;10000005296;01/01/1985;1;MÃE 5296
10005297;3;FAMILIA 5297;10000005297;01/01/1985;1;MÃE 5297
10005298;1;FAMILIA 5298;10000005298;01/01/1985;1;MÃE 5298
10005299;2;FAMILIA 5299;10000005299;01/01/1985;1;MÃE 5299
10005300;3;FAMILIA 5300;10000005300;01/01/1985;1;MÃE 5300
10005301;1;FAMILIA 5301;10000005301;01/01/1985;1;MÃE 5301
10005302;2;FAMILIA 5302;10000005302;01/01/1985;1;MÃE 5302
10005303;3;FAMILIA 5303;10000005303;01/01/1985;1;MÃE 5303
10005304;1;FAMILIA 5304;10000005304;01/01/1985;1;MÃE 5304
10005305;2;FAMILIA 5305;10000005305;01/01/1985;1;MÃE 5305
10005306;3;FAMILIA 5306;10000005306;01/01/1985;1;MÃE 5306
10005307;1;FAMILIA 5307;10000005307;01/01/1985;1;MÃE 5307
10005308;2;FAMILIA 5308;10000005308;01/01/1985;1;MÃE 5308
10005309;3;FAMILIA 5309;10000005309;01/01/1985;1;MÃE 5309
10005310;1;FAMILIA 5310;10000005310;01/01/1985;1;MÃE 5310
10005311;2;FAMILIA 5311;10000005311;01/01/1985;1;MÃE 5311
10005312;3;FAMILIA 5312;10000005312;01/01/1985;1;MÃE 5312
10005313;1;FAMILIA 5313;10000005313;01/01/1985;1;MÃE 5313
10005314;2;FAMILIA 5314;10000005314;01/01/1985;1;MÃE 5314
10005315;3;FAMILIA 5315;10000005315;01/01/1985;1;MÃE 5315
10005316;1;FAMILIA 5316;10000005316;01/01/1985;1;MÃE 5316
10005317;2;FAMILIA 5317;10000005317;01/01/1985;1;MÃE 5317
10005318;3;FAMILIA 5318;10000005318;01/01/1985;1;MÃE 5318
10005319;1;FAMILIA 5319;10000005319;01/01/1985;1;MÃE 5319
10005320;2;FAMILIA 5320;10000005320;01/01/1985;1;MÃE 5320
10005321;3;FAMILIA 5321;10000005321;01/01/1985;1;MÃE 5321
10005322;1;FAMILIA 5322;10000005322;01/01/1985;1;MÃE 5322
10005323;2;FAMILIA 5323;10000005323;01/01/1985;1;MÃE 5323
10005324;3;FAMILIA 5324;10000005324;01/01/1985;1;MÃE 5324
10005325;1;FAMILIA 5325;10000005325;01/01/1985;1;MÃE 5325
10005326;2;FAMILIA 5326;10000005326;01/01/1985;1;MÃE 5326
10005327;3;FAMILIA 5327;10000005327;01/01/1985;1;MÃE 5327
10005328;1;FAMILIA 5328;10000005328;01/01/1985;1;MÃE 5328
10005329;2;FAMILIA 5329;10000005329;01/01/1985;1;MÃE 5329
10005330;3;FAMILIA 5330;10000005330;01/01/1985;1;MÃE 5330
10005331;1;FAMILIA 5331;10000005331;01/01/1985;1;MÃE 5331
10005332;2;FAMILIA 5332;10000005332;01/01/1985;1;MÃE 5332
10005333;3;FAMILIA 5333;10000005333;01/01/1985;1;MÃE 5333
10005334;1;FAMILIA 5334;10000005334;01/01/1985;1;MÃE 5334
10005335;2;FAMILIA 5335;10000005335;01/01/1985;1;MÃE 5335
10005336;3;FAMILIA 5336;10000005336;01/01/1985;1;MÃE 5336
10005337;1;FAMILIA 5337;10000005337;01/01/1985;1;MÃE 5337
10005338;2;FAMILIA 5338;10000005338;01/01/1985;1;MÃE 5338
10005339;3;FAMILIA 5339;10000005339;01/01/1985;1;MÃE 5339
10005340;1;FAMILIA 5340;10000005340;01/01/1985;1;MÃE 5340
10005341;2;FAMILIA 5341;10000005341;01/01/1985;1;MÃE 5341
10005342;3;FAMILIA 5342;10000005342;01/01/1985;1;MÃE 5342
10005343;1;FAMILIA 5343;10000005343;01/01/1985;1;MÃE 5343
10005344;2;FAMILIA 5344;10000005344;01/01/1985;1;MÃE 5344
10005345;3;FAMILIA 5345;10000005345;01/01/1985;1;MÃE 5345
10005346;1;FAMILIA 5346;10000005346;01/01/1985;1;MÃE 5346
10005347;2;FAMILIA 5347;10000005347;01/01/1985;1;MÃE 5347
10005348;3;FAMILIA 5348;10000005348;01/01/1985;1;MÃE 5348
10005349;1;FAMILIA 5349;10000005349;01/01/1985;1;MÃE 5349
10005350;2;FAMILIA 5350;10000005350;01/01/1985;1;MÃE 5350
10005351;3;FAMILIA 5351;10000005351;01/01/1985;1;MÃE 5351
10005352;1;FAMILIA 5352;10000005352;01/01/1985;1;MÃE 5352
10005353;2;FAMILIA 5353;10000005353;01/01/1985;1;MÃE 5353
10005354;3;FAMILIA 5354;10000005354;01/01/1985;1;MÃE 5354
10005355;1;FAMILIA 5355;10000005355;01/01/1985;1;MÃE 5355
10005356;2;FAMILIA 5356;10000005356;01/01/1985;1;MÃE 5356
10005357;3;FAMILIA 5357;10000005357;01/01/1985;1;MÃE 5357
10005358;1;FAMILIA 5358;10000005358;01/01/1985;1;MÃE 5358
10005359;2;FAMILIA 5359;10000005359;01/01/1985;1;MÃE 5359
10005360;3;FAMILIA 5360;10000005360;01/01/1985;1;MÃE 5360
10005361;1;FAMILIA 5361;10000005361;01/01/1985;1;MÃE 5361
10005362;2;FAMILIA 5362;10000005362;01/01/1985;1;MÃE 5362
10005363;3;FAMILIA 5363;10000005363;01/01/1985;1;MÃE 5363
10005364;1;FAMILIA 5364;10000005364;01/01/1985;1;MÃE 5364
10005365;2;FAMILIA 5365;10000005365;01/01/1985;1;MÃE 5365
10005366;3;FAMILIA 5366;10000005366;01/01/1985;1;MÃE 5366
10005367;1;FAMILIA 5367;10000005367;01/01/1985;1;MÃE 5367
10005368;2;FAMILIA 5368;10000005368;01/01/1985;1;MÃE 5368
10005369;3;FAMILIA 5369;10000005369;01/01/1985;1;MÃE 5369
10005370;1;FAMILIA 5370;10000005370;01/01/1985;1;MÃE 5370
10005371;2;FAMILIA 5371;10000005371;01/01/1985;1;MÃE 5371
10005372;3;FAMILIA 5372;10000005372;01/01/1985;1;MÃE 5372
10005373;1;FAMILIA 5373;10000005373;01/01/1985;1;MÃE 5373
10005374;2;FAMILIA 5374;10000005374;01/01/1985;1;MÃE 5374
10005375;3;FAMILIA 5375;10000005375;01/01/1985;1;MÃE 5375
10005376;1;FAMILIA 5376;10000005376;01/01/1985;1;MÃE 5376
10005377;2;FAMILIA 5377;10000005377;01/01/1985;1;MÃE 5377
10005378;3;FAMILIA 5378;10000005378;01/01/1985;1;MÃE 5378
10005379;1;FAMILIA 5379;10000005379;01/01/1985;1;MÃE 5379
10005380;2;FAMILIA 5380;10000005380;01/01/1985;1;MÃE 5380
10005381;3;FAMILIA 5381;10000005381;01/01/1985;1;MÃE 5381
10005382;1;FAMILIA 5382;10000005382;01/01/1985;1;MÃE 5382
10005383;2;FAMILIA 5383;10000005383;01/01/1985;1;MÃE 5383
10005384;3;FAMILIA 5384;10000005384;01/01/1985;1;MÃE 5384
10005385;1;FAMILIA 5385;10000005385;01/01/1985;1;MÃE 5385
10005386;2;FAMILIA 5386;10000005386;01/01/1985;1;MÃE 5386
10005387;3;FAMILIA 5387;10000005387;01/01/1985;1;MÃE 5387
10005388;1;FAMILIA 5388;10000005388;01/01/1985;1;MÃE 5388
10005389;2;FAMILIA 5389;10000005389;01/01/1985;1;MÃE 5389
10005390;3;FAMILIA 5390;10000005390;01/01/1985;1;MÃE 5390
10005391;1;FAMILIA 5391;10000005391;01/01/1985;1;MÃE 5391
10005392;2;FAMILIA 5392;10000005392;01/01/1985;1;MÃE 5392
10005393;3;FAMILIA 5393;10000005393;01/01/1985;1;MÃE 5393
10005394;1;FAMILIA 5394;10000005394;01/01/1985;1;MÃE 5394
10005395;2;FAMILIA 5395;10000005395;01/01/1985;1;MÃE 5395
10005396;3;FAMILIA 5396;10000005396;01/01/1985;1;MÃE 5396
10005397;1;FAMILIA 5397;10000005397;01/01/1985;1;MÃE 5397
10005398;2;FAMILIA 5398;10000005398;01/01/1985;1;MÃE 5398
10005399;3;FAMILIA 5399;10000005399;01/01/1985;1;MÃE 5399
10005400;1;FAMILIA 5400;10000005400;01/01/1985;1;MÃE 5400
10005401;2;FAMILIA 5401;10000005401;01/01/1985;1;MÃE 5401
10005402;3;FAMILIA 5402;10000005402;01/01/1985;1;MÃE 5402
10005403;1;FAMILIA 5403;10000005403;01/01/1985;1;MÃE 5403
10005404;2;FAMILIA 5404;10000005404;01/01/1985;1;MÃE 5404
10005405;3;FAMILIA 5405;10000005405;01/01/1985;1;MÃE 5405
10005406;1;FAMILIA 5406;10000005406;01/01/1985;1;MÃE 5406
10005407;2;FAMILIA 5407;10000005407;01/01/1985;1;MÃE 5407
10005408;3;FAMILIA 5408;10000005408;01/01/1985;1;MÃE 5408
10005409;1;FAMILIA 5409;10000005409;01/01/1985;1;MÃE 5409
10005410;2;FAMILIA 5410;10000005410;01/01/1985;1;MÃE 5410
10005411;3;FAMILIA 5411;10000005411;01/01/1985;1;MÃE 5411
10005412;1;FAMILIA 5412;10000005412;01/01/1985;1;MÃE 5412
10005413;2;FAMILIA 5413;10000005413;01/01/1985;1;MÃE 5413
10005414;3;FAMILIA 5414;10000005414;01/01/1985;1;MÃE 5414
10005415;1;FAMILIA 5415;10000005415;01/01/1985;1;MÃE 5415
10005416;2;FAMILIA 5416;10000005416;01/01/1985;1;MÃE 5416
10005417;3;FAMILIA 5417;10000005417;01/01/1985;1;MÃE 5417
10005418;1;FAMILIA 5418;10000005418;01/01/1985;1;MÃE 5418
10005419;2;FAMILIA 5419;10000005419;01/01/1985;1;MÃE 5419
10005420;3;FAMILIA 5420;10000005420;01/01/1985;1;MÃE 5420
10005421;1;FAMILIA 5421;10000005421;01/01/1985;1;MÃE 5421
10005422;2;FAMILIA 5422;10000005422;01/01/1985;1;MÃE 5422
10005423;3;FAMILIA 5423;10000005423;01/01/1985;1;MÃE 5423
10005424;1;FAMILIA 5424;10000005424;01/01/1985;1;MÃE 5424
10005425;2;FAMILIA 5425;10000005425;01/01/1985;1;MÃE 5425
10005426;3;FAMILIA 5426;10000005426;01/01/1985;1;MÃE 5426
10005427;1;FAMILIA 5427;10000005427;01/01/1985;1;MÃE 5427
10005428;2;FAMILIA 5428;10000005428;01/01/1985;1;MÃE 5428
10005429;3;FAMILIA 5429;10000005429;01/01/1985;1;MÃE 5429
10005430;1;FAMILIA 5430;10000005430;01/01/1985;1;MÃE 5430
10005431;2;FAMILIA 5431;10000005431;01/01/1985;1;MÃE 5431
10005432;3;FAMILIA 5432;10000005432;01/01/1985;1;MÃE 5432
10005433;1;FAMILIA 5433;10000005433;01/01/1985;1;MÃE 5433
10005434;2;FAMILIA 5434;10000005434;01/01/1985;1;MÃE 5434
10005435;3;FAMILIA 5435;10000005435;01/01/1985;1;MÃE 5435
10005436;1;FAMILIA 5436;10000005436;01/01/1985;1;MÃE 5436
10005437;2;FAMILIA 5437;10000005437;01/01/1985;1;MÃE 5437
10005438;3;FAMILIA 5438;10000005438;01/01/1985;1;MÃE 5438
10005439;1;FAMILIA 5439;10000005439;01/01/1985;1;MÃE 5439
10005440;2;FAMILIA 5440;10000005440;01/01/1985;1;MÃE 5440
10005441;3;FAMILIA 5441;10000005441;01/01/1985;1;MÃE 5441
10005442;1;FAMILIA 5442;10000005442;01/01/1985;1;MÃE 5442
10005443;2;FAMILIA 5443;10000005443;01/01/1985;1;MÃE 5443
10005444;3;FAMILIA 5444;10000005444;01/01/1985;1;MÃE 5444
10005445;1;FAMILIA 5445;10000005445;01/01/1985;1;MÃE 5445
10005446;2;FAMILIA 5446;10000005446;01/01/1985;1;MÃE 5446
10005447;3;FAMILIA 5447;10000005447;01/01/1985;1;MÃE 5447
10005448;1;FAMILIA 5448;10000005448;01/01/1985;1;MÃE 5448
10005449;2;FAMILIA 5449;10000005449;01/01/1985;1;MÃE 5449
10005450;3;FAMILIA 5450;10000005450;01/01/1985;1;MÃE 5450
10005451;1;FAMILIA 5451;10000005451;01/01/1985;1;MÃE 5451
10005452;2;FAMILIA 5452;10000005452;01/01/1985;1;MÃE 5452
10005453;3;FAMILIA 5453;10000005453;01/01/1985;1;MÃE 5453
10005454;1;FAMILIA 5454;10000005454;01/01/1985;1;MÃE 5454
10005455;2;FAMILIA 5455;10000005455;01/01/1985;1;MÃE 5455
10005456;3;FAMILIA 5456;10000005456;01/01/1985;1;MÃE 5456
10005457;1;FAMILIA 5457;10000005457;01/01/1985;1;MÃE 5457
10005458;2;FAMILIA 5458;10000005458;01/01/1985;1;MÃE 5458
10005459;3;FAMILIA 5459;10000005459;01/01/1985;1;MÃE 5459
10005460;1;FAMILIA 5460;10000005460;01/01/1985;1;MÃE 5460
10005461;2;FAMILIA 5461;10000005461;01/01/1985;1;MÃE 5461
10005462;3;FAMILIA 5462;10000005462;01/01/1985;1;MÃE 5462
10005463;1;FAMILIA 5463;10000005463;01/01/1985;1;MÃE 5463
10005464;2;FAMILIA 5464;10000005464;01/01/1985;1;MÃE 5464
10005465;3;FAMILIA 5465;10000005465;01/01/1985;1;MÃE 5465
10005466;1;FAMILIA 5466;10000005466;01/01/1985;1;MÃE 5466
10005467;2;FAMILIA 5467;10000005467;01/01/1985;1;MÃE 5467
10005468;3;FAMILIA 5468;10000005468;01/01/1985;1;MÃE 5468
10005469;1;FAMILIA 5469;10000005469;01/01/1985;1;MÃE 5469
10005470;2;FAMILIA 5470;10000005470;01/01/1985;1;MÃE 5470
10005471;3;FAMILIA 5471;10000005471;01/01/1985;1;MÃE 5471
10005472;1;FAMILIA 5472;10000005472;01/01/1985;1;MÃE 5472
10005473;2;FAMILIA 5473;10000005473;01/01/1985;1;MÃE 5473
10005474;3;FAMILIA 5474;10000005474;01/01/1985;1;MÃE 5474
10005475;1;FAMILIA 5475;10000005475;01/01/1985;1;MÃE 5475
10005476;2;FAMILIA 5476;10000005476;01/01/1985;1;MÃE 5476
10005477;3;FAMILIA 5477;10000005477;01/01/1985;1;MÃE 5477
10005478;1;FAMILIA 5478;10000005478;01/01/1985;1;MÃE 5478
10005479;2;FAMILIA 5479;10000005479;01/01/1985;1;MÃE 5479
10005480;3;FAMILIA 5480;10000005480;01/01/1985;1;MÃE 5480
10005481;1;FAMILIA 5481;10000005481;01/01/1985;1;MÃE 5481
10005482;2;FAMILIA 5482;10000005482;01/01/1985;1;MÃE 5482
10005483;3;FAMILIA 5483;10000005483;01/01/1985;1;MÃE 5483
10005484;1;FAMILIA 5484;10000005484;01/01/1985;1;MÃE 5484
10005485;2;FAMILIA 5485;10000005485;01/01/1985;1;MÃE 5485
10005486;3;FAMILIA 5486;10000005486;01/01/1985;1;MÃE 5486
10005487;1;FAMILIA 5487;10000005487;01/01/1985;1;MÃE 5487
10005488;2;FAMILIA 5488;10000005488;01/01/1985;1;MÃE 5488
10005489;3;FAMILIA 5489;10000005489;01/01/1985;1;MÃE 5489
10005490;1;FAMILIA 5490;10000005490;01/01/1985;1;MÃE 5490
10005491;2;FAMILIA 5491;10000005491;01/01/1985;1;MÃE 5491
10005492;3;FAMILIA 5492;10000005492;01/01/1985;1;MÃE 5492
10005493;1;FAMILIA 5493;10000005493;01/01/1985;1;MÃE 5493
10005494;2;FAMILIA 5494;10000005494;01/01/1985;1;MÃE 5494
10005495;3;FAMILIA 5495;10000005495;01/01/1985;1;MÃE 5495
10005496;1;FAMILIA 5496;10000005496;01/01/1985;1;MÃE 5496
10005497;2;FAMILIA 5497;10000005497;01/01/1985;1;MÃE 5497
10005498;3;FAMILIA 5498;10000005498;01/01/1985;1;MÃE 5498
10005499;1;FAMILIA 5499;10000005499;01/01/1985;1;MÃE 5499
10005500;2;FAMILIA 5500;10000005500;01/01/1985;1;MÃE 5500
10005501;3;FAMILIA 5501;10000005501;01/01/1985;1;MÃE 5501
10005502;1;FAMILIA 5502;10000005502;01/01/1985;1;MÃE 5502
10005503;2;FAMILIA 5503;10000005503;01/01/1985;1;MÃE 5503
10005504;3;FAMILIA 5504;10000005504;01/01/1985;1;MÃE 5504
10005505;1;FAMILIA 5505;10000005505;01/01/1985;1;MÃE 5505
10005506;2;FAMILIA 5506;10000005506;01/01/1985;1;MÃE 5506
10005507;3;FAMILIA 5507;10000005507;01/01/1985;1;MÃE 5507
10005508;1;FAMILIA 5508;10000005508;01/01/1985;1;MÃE 5508
10005509;2;FAMILIA 5509;10000005509;01/01/1985;1;MÃE 5509
10005510;3;FAMILIA 5510;10000005510;01/01/1985;1;MÃE 5510
10005511;1;FAMILIA 5511;10000005511;01/01/1985;1;MÃE 5511
10005512;2;FAMILIA 5512;10000005512;01/01/1985;1;MÃE 5512
10005513;3;FAMILIA 5513;10000005513;01/01/1985;1;MÃE 5513
10005514;1;FAMILIA 5514;10000005514;01/01/1985;1;MÃE 5514
10005515;2;FAMILIA 5515;10000005515;01/01/1985;1;MÃE 5515
10005516;3;FAMILIA 5516;10000005516;01/01/1985;1;MÃE 5516
10005517;1;FAMILIA 5517;10000005517;01/01/1985;1;MÃE 5517
10005518;2;FAMILIA 5518;10000005518;01/01/1985;1;MÃE 5518
10005519;3;FAMILIA 5519;10000005519;01/01/1985;1;MÃE 5519
10005520;1;FAMILIA 5520;10000005520;01/01/1985;1;MÃE 5520
10005521;2;FAMILIA 5521;10000005521;01/01/1985;1;MÃE 5521
10005522;3;FAMILIA 5522;10000005522;01/01/1985;1;MÃE 5522
10005523;1;FAMILIA 5523;10000005523;01/01/1985;1;MÃE 5523
10005524;2;FAMILIA 5524;10000005524;01/01/1985;1;MÃE 5524
10005525;3;FAMILIA 5525;10000005525;01/01/1985;1;MÃE 5525
10005526;1;FAMILIA 5526;10000005526;01/01/1985;1;MÃE 5526
10005527;2;FAMILIA 5527;10000005527;01/01/1985;1;MÃE 5527
10005528;3;FAMILIA 5528;10000005528;01/01/1985;1;MÃE 5528
10005529;1;FAMILIA 5529;10000005529;01/01/1985;1;MÃE 5529
10005530;2;FAMILIA 5530;10000005530;01/01/1985;1;MÃE 5530
10005531;3;FAMILIA 5531;10000005531;01/01/1985;1;MÃE 5531
10005532;1;FAMILIA 5532;10000005532;01/01/1985;1;MÃE 5532
10005533;2;FAMILIA 5533;10000005533;01/01/1985;1;MÃE 5533
10005534;3;FAMILIA 5534;10000005534;01/01/1985;1;MÃE 5534
10005535;1;FAMILIA 5535;10000005535;01/01/1985;1;MÃE 5535
10005536;2;FAMILIA 5536;10000005536;01/01/1985;1;MÃE 5536
10005537;3;FAMILIA 5537;10000005537;01/01/1985;1;MÃE 5537
10005538;1;FAMILIA 5538;10000005538;01/01/1985;1;MÃE 5538
10005539;2;FAMILIA 5539;10000005539;01/01/1985;1;MÃE 5539
10005540;3;FAMILIA 5540;10000005540;01/01/1985;1;MÃE 5540
10005541;1;FAMILIA 5541;10000005541;01/01/1985;1;MÃE 5541
10005542;2;FAMILIA 5542;10000005542;01/01/1985;1;MÃE 5542
10005543;3;FAMILIA 5543;10000005543;01/01/1985;1;MÃE 5543
10005544;1;FAMILIA 5544;10000005544;01/01/1985;1;MÃE 5544
10005545;2;FAMILIA 5545;10000005545;01/01/1985;1;MÃE 5545
10005546;3;FAMILIA 5546;10000005546;01/01/1985;1;MÃE 5546
10005547;1;FAMILIA 5547;10000005547;01/01/1985;1;MÃE 5547
10005548;2;FAMILIA 5548;10000005548;01/01/1985;1;MÃE 5548
10005549;3;FAMILIA 5549;10000005549;01/01/1985;1;MÃE 5549
10005550;1;FAMILIA 5550;10000005550;01/01/1985;1;MÃE 5550
10005551;2;FAMILIA 5551;10000005551;01/01/1985;1;MÃE 5551
10005552;3;FAMILIA 5552;10000005552;01/01/1985;1;MÃE 5552
10005553;1;FAMILIA 5553;10000005553;01/01/1985;1;MÃE 5553
10005554;2;FAMILIA 5554;10000005554;01/01/1985;1;MÃE 5554
10005555;3;FAMILIA 5555;10000005555;01/01/1985;1;MÃE 5555
10005556;1;FAMILIA 5556;10000005556;01/01/1985;1;MÃE 5556
10005557;2;FAMILIA 5557;10000005557;01/01/1985;1;MÃE 5557
10005558;3;FAMILIA 5558;10000005558;01/01/1985;1;MÃE 5558
10005559;1;FAMILIA 5559;10000005559;01/01/1985;1;MÃE 5559
10005560;2;FAMILIA 5560;10000005560;01/01/1985;1;MÃE 5560
10005561;3;FAMILIA 5561;10000005561;01/01/1985;1;MÃE 5561
10005562;1;FAMILIA 5562;10000005562;01/01/1985;1;MÃE 5562
10005563;2;FAMILIA 5563;10000005563;01/01/1985;1;MÃE 5563
10005564;3;FAMILIA 5564;10000005564;01/01/1985;1;MÃE 5564
10005565;1;FAMILIA 5565;10000005565;01/01/1985;1;MÃE 5565
10005566;2;FAMILIA 5566;10000005566;01/01/1985;1;MÃE 5566
10005567;3;FAMILIA 5567;10000005567;01/01/1985;1;MÃE 5567
10005568;1;FAMILIA 5568;10000005568;01/01/1985;1;MÃE 5568
10005569;2;FAMILIA 5569;10000005569;01/01/1985;1;MÃE 5569
10005570;3;FAMILIA 5570;10000005570;01/01/1985;1;MÃE 5570
10005571;1;FAMILIA 5571;10000005571;01/01/1985;1;MÃE 5571
10005572;2;FAMILIA 5572;10000005572;01/01/1985;1;MÃE 5572
10005573;3;FAMILIA 5573;10000005573;01/01/1985;1;MÃE 5573
10005574;1;FAMILIA 5574;10000005574;01/01/1985;1;MÃE 5574
10005575;2;FAMILIA 5575;10000005575;01/01/1985;1;MÃE 5575
10005576;3;FAMILIA 5576;10000005576;01/01/1985;1;MÃE 5576
